note-28799444,Tensorflow快餐教程(12)-用机器写莎士比亚的戏剧,/p/485c4dc7f54b,摘要：如何用TFLearn，Keras等高层框架来学习自动生成莎翁的戏剧或者尼采的哲学文章高层框架：TFLearn和Keras上一节我们学...
note-28801919,详解Proxy代理模式的场景分析,/p/b797277a5bb9,代理模式是一个十分优秀的软件架构模式，许多应用都用到了代理模式。代理模式就是为其他对象提供一种代理以控制对这个对象的访问。在某些情况下，一个对象...
note-28801739,微信七年回顾：历经多少质疑和差评，才配拥有今天的强大,/p/ea90c59b14e6,本文引用了原作者夏之南分享的内容，感谢原作者。1、前言不知不觉，微信已经诞生七年了。从第一版到现在，微信的演变史，很像一部创业史，很好地诠...
note-28772491,翻转链表,/p/519d4287e351,翻转链表描述翻转一个链表样例给出一个链表1->2->3->null，这个翻转后的链表为3->2->1->null思路1、我们需要定义...
note-28773298,SpringAOP处理流程,/p/f28e5b2df0a9,我们今天来聊一下Spring的AOP，我们从AnnotationAwareAspectJAutoProxyCreator开始说起。他是一个Ins...
note-28772992,抓住这五点，MYSQL编译安装再也不求人,/p/6e1117e8f648,首先，如果你学MySQL只是玩玩，或者只是自用。那么MySQL编译你就不需要了解了。因为搭建一个yum仓库，简单的yuminstall**...
note-28773905,2017年秋招美团Java程序员开发，看我如何拿到offer,/p/9d7986b8476a,热乎的面经，昨天面的美团，虽然面完了HR面，但是感觉希望不大，希望能走运拿到offer吧。三面技术面面经如下：一面：中间省略掉大概几个问题，...
note-28774378,以太坊技术黄皮书学习笔记19:系统运行模型2,/p/186b2cb45fac,运行概述:在介绍运行函数之前我们需要先介绍函数的输入和输出，公式1是全局状态，这个之前介绍过，公式2是新的变量，表示的是虚拟机的状态，前面的一...
note-28774595,第九章lyo的去世,/p/03149df6d69a,ohala和fen如约来到了同学洒会地点。虽然，大家都携家带眷的。已然不是那群恰同学的少年游了。lyo是这次酒会的主持人。当然，应酬还是需要的。...
note-28774759,移动设备（手机）的唯一ID有哪些,/p/29cdba7a26a2,在移动广告领域，设备的ID是用来追踪一个人的最重要的标识。对于APP自身产品而言，使用设备唯一ID可以追踪到用户从下载到激活、注册、使用、流...
note-28774788,设计模式笔记（5）,/p/ae1d88a581e6,单例模式实例化一个对象这件事情都是类本身来完成的，不应该听从于外部程序。GOF对单例模式的定义为：保证一个类仅有一个实例，并提供一个访问它的...
note-28774835,设计模式笔记（6）,/p/688baf66577d,解决的问题是：如何快速且精确地复制一个对象GOF对于原型模式的定义是：“用原型实例指定创建对象的种类，并且通过拷贝这些原型创建新的对象。”所...
note-28772909,python简单封装redis，实现批量增删查取,/p/f8b55a13c1c9,摘要redis常用命令已经足够简单，但有些业务需求需要批量，增删查取，于是就简单的封装了下python-redis，同时对一些功能方法统一接口...
note-28695862,Android开发者的Flutter入门,/p/eac15236744e,前言Flutter推出来已经有一段时间了，前一阵GoogleIO大会后发布了Beta3。基于Flutter的app可以一次编写，同时在An...
note-28771011,andriod打造万能适配器,/p/5ef842604718,我相信一般写安卓的，写适配器避免不了这样的写法，这也是非常正常的行数其实本质上就是把很多东西分离出去了，把其他的当成工具类来使用。效果是一样...
note-28243932,初识Mysql,/p/a6e9d865dd88,简介：Mysql是一个开源的关系型数据库管理系统，开源意味着是免费的，关系型数据库是以行和列来存储数据，就像是excel，然后很多张表就构成了这...
note-28770573,世界级难题：把不同物品装进箱子，如何使箱子表面积最小？,/p/629ade9ade58,​导读：三维装箱问题是一类经典的组合优化问题，具有巨大的学习研究和实际应用价值。传统的三维装箱问题都是给定了箱子的尺寸并以最小化箱子的使用数量为...
note-28736216,PHP关键字之01-yield,/p/b55a3670ceae,从PHP5.5开始，可以使用生成器来处理一个序列。生成器是一个函数，它不会调用return来返回一个值，而会调用yield（可能在一个循环中调用...
note-28770528,SpringBoot开发环境搭建及配置,/p/eb9d42ad6ad1,SpringBoot是由Pivotal团队提供的全新框架，其设计目的是用来简化新Spring应用的初始搭建以及开发过程。该框架使用了特定的方式...
note-28770635,教你如何通过区块链赚钱,/p/168adac424fb,炒币跟炒股票类似，高抛低买。以比特币为例，交易双方需要类似电子邮箱的“比特币钱包”和类似电邮地址的“比特币地址”。和收发电子邮件一样，汇款方通过...
note-28199924,并发基础知识之synchronized关键字,/p/badd1a51bdd3,上一篇文章我总结了一下线程的创建方法以及线程的一些属性，同时还讲了线程的共享以及带来的原子性和内存可见性的问题。这篇文章就讲讲怎么用synchr...
note-28780666,sha-1的C++实现代码及细节,/p/2587a0273a35,参考链接算法就不详细介绍了，可以参考下面的链接，我就是根据这些写的代码。SHA1算法原理百度百科维基百科细节只讲一些细节，容易遇到坑...
note-28779065,html+css学习笔记012-表格,/p/40ea72898a72,Author：Mr.柳上原付出不亚于任何的努力愿我们所有的努力，都不会被生活辜负不忘初心，方得始终能者多劳有时候很不赞同这句话没转行...
note-28778938,Java原子属性更新器AtomicReferenceFieldUpdater的用法,/p/18dfc5fa0171,AtomicReferenceFieldUpdater是基于反射的工具类，用来将指定类型的指定的volatile引用字段进行原子更新，对应的原子...
note-28776345,『AndroidTip』--模拟手势操作,/p/89f86f432d33,平时Android开发中总会遇到奇葩的功能或者需求，这里做个记录和积累，以便后面开发过程中遇到类似的问题，可以快速的解决。Androidt...
note-28776252,设计模式笔记（7）,/p/7e52f5286843,桥接模式继承所带来的子类与父类的强依赖关系限制了复用性和程序的灵活性。需要尽量使用合成/聚合，尽量不要使用类继承。聚合表示一种弱“拥有”关...
note-28774452,IO模型浅析,/p/79e17d15dac2,注：1）本人非科班出身，文章的来源主要是基于一些能找到的资料，在理解的基础上做一些总结归纳，以期对IO相关的知识体系化。水平有限，还请指教！2）...
note-28775289,深入理解JAVA虚拟机学习笔记2——内存中对象的创建与访问,/p/83d866bcb72c,有了上一篇的基础深入理解JAVA虚拟机学习笔记1——内存，这一篇我们就来分析一下，代码到底时如何运行的。以下面两段代码为例，包含两个类，一个是...
note-28331680,梳理一下HTTPS,/p/b982c79b4c85,最近经历了一波波的面试，也遭遇了一波波的虐心，没错我就是这么菜……，但收获也是很大的，起码扫荡了近半年来心里的迷茫，成长蛮多的。嗯……废话好像讲...
note-28656748,JavaWeb（九）Cookie,/p/62da79bd307c,1、提出问题（1）HTTP协议是一种无状态的协议，WEB服务器本身不能识别出哪些请求是同一个浏览器发出的，浏览器的每一次请求都是完全孤立的...
note-28794716,Android|自动调整文本大小的TextViews,/p/d6be9cccc50c,简评：Auto-SizingTextViews——当TextView的布局边界尺寸发生变化时，文本大小可以跟着自动缩放调整。有时候我...
note-28708991,JavaWeb（十）Session,/p/bd98e2c0bea4,1、session在不同环境下的不同含义（1）session，中文经常翻译为会话，其本来的含义是指有始有终的一系列动作/消息，比如打电话是从拿...
note-28767083,JavaWeb（十一）JavaBean,/p/6831f2045cad,1、JavaBean的介绍（1）用作JavaBean的类必须具有一个公共的、无参数的构造方法。（2）JavaBean的属性与普通Java类的...
note-28794926,Centos安装jenkins,/p/2ec7440b27cd,1、官网：官网的说明一定是最正确、最完整的，2、更新yum源并下载jenkins：3、Jenkins文件配置4、nginx文件配置5...
note-27234842,从View的源码分析RN自定义控件显示异常问题,/p/56cfda984f29,最近为RN做了一个轮播图的控件，在native代码中运行的很好，但是放入RN之后只能显示最开始的两张图，后面就是空白了，用LayoutInspe...
note-22812647,Android性能优化：手把手教你如何让App更快、更稳、更省（含内存、布局优化等）,/p/516effe7649d,前言在Android开发中，性能优化策略十分重要因为其决定了应用程序的开发质量：可用性、流畅性、稳定性等，是提高用户留存率的关键本文全面...
note-28791103,第五项修炼——系统思考的微妙法则,/p/bedef452c140,《第五项修炼》是美誉度很高的一本书，几乎所有寻求组织进化的同仁都会提及彼得圣吉这本经典的著作。我手里这本书看到三分之一，小有收获，习得不少...
note-28790403,iosfor循环创建button实现单选,/p/d7dfa1ae9983,"需求是这样的,单选变颜色,选中状态.直接上代码,用for循环添加button,先算出来宽度是多少,添加点击事件,tag值1000+..."
note-28773291,【编程思想】,/p/9f89629ed1be,"链式编程思想链式编程思想:是将多个操作（多行代码）通过点号(.)链接在一起成为一句代码,使代码可读性好。a(1).b(2).c(3)链式..."
note-28791428,人脸识别平台比较,/p/1f521c7f7300,因为人工智能的广泛使用，大家对人脸识别也不再陌生，现在的人脸识别技术主要应用于三种范围。一是1：1认证，证明人与证件信息是统一的，主要用于...
note-28794063,eclipse的项目使用和常用设置大全,/p/7dad2ce32bb1,1:基本使用A:创建Java项目：点击File或者在最左侧空白处，选择Java项目，在界面中写一个项目名称，然后Finish即可。B:创建包...
note-28796180,代码质量修炼之路-读《代码整洁之道》有感,/p/d5e900343343,代码和代码之间是存在差距的，即使实现的功能相同。读一份好的代码，我们可以清晰的感觉到作者的思路、想法。作为一个刚入行的菜鸟，我的代码质量总是会被...
note-28789451,iOS-利用Runtime完成归档与解档<NSCoding>,/p/f0bbe42b102b,如果类有多个属性的话，利用runtime就轻松多了！.h文件
note-28790541,催婚灾难大片即将来临,/p/45e23d0ca7e2,每逢佳节被催婚一年一度的催婚灾难春节大片即将来临除了爸妈苦口婆心的催恋催婚还有各路数也数不清的亲戚多少英雄豪杰一路过关斩将，降妖伏魔...
note-28780492,iOS逆向-ipa包重签名及非越狱手机安装多个微信,/p/25e1f44c90f7,前一段时间学了点儿逆向相关的一些东西，但是都是基于越狱手机上的操作，给视频类应用去广告之类的。随着苹果生态圈的逐渐完善、及苹果对自身系统的保护越...
note-28783115,从实例讲GCD之dispatch_group的使用,/p/8f14a8c7ce08,发一条动态在很多UGC产品中（如微博、赤兔、朋友圈），发一条图文并茂的动态总是群众喜闻乐见的。如下图：（其实做为一个开发者，有一个学习的氛围跟...
note-28784242,jeecgminiDao框架原理,/p/1bbf9385f803,简述官方文档的介绍如下：MiniDao-PE是一款JAVA持久化框架，类似mybatis的持久层解决方案，可以轻松集成Hibernate工程...
note-28167626,并发基础知识之线程的基本概念,/p/4e161842855a,1.创建线程线程表示一条单独的执行流，它有自己的程序执行计数器，有自己的栈创建线程有两种方式：一种是继承Thread，另外一种是实现Runn...
note-28778178,JS的运行机制（浏览器和node）,/p/5351ee68dc75,一、为什么JS语言是单线程js的单线程和他的用途有关。作为浏览器脚本语言，js的主要用途就是与用户互动，以及操作DOM、BOM。这决定了它只能...
note-27923283,刨根问底：SpringBoot中HandlerInterceptor没有拦截静态资源问题,/p/c35b747bbafb,在SpringBoot中设置了HandlerInterceptor，发现对于js、css等文件都没有起作用。定义一个HandlerInterc...
note-28793403,教育也需新血液！微信小程序在教育行业做出了新的尝试,/p/bfe985dc8033,对于教育行业，面对如今这种局面，自然而然也会引发出各类问题，如：教育机构学员多，难以管理，流失率高；教育课程不统一，难以形成体系的学习方案等问题...
note-28694360,一篇文章读懂Java多线程模型,/p/af3d5eece8c1,要真正了解Java的多线程，我们还要从进程和线程的概念说起进程进程（Process）是计算机中的程序关于某数据集合上的一次运行活动，是系统进...
note-28793537,MySQL与主流分支版本简介,/p/be5f0f997003,本文主要介绍MySQL5.6和MySQL5.7这两个Oracle公司开发的代表作品。为了让大家先对MySQL有一个基础的认识，我们先来看一看...
note-28774073,Git使用中的一些奇技淫巧,/p/9701d49810f7,如果我不说奇技淫巧，你们估计就不点进来了Git作为当今最流行的分布式的代码版本管理系统，它的出现改变了软件开发流程，大大地提高了开发流畅度。...
note-28790664,机器学习西瓜书Day22规则学习,/p/065eb5ba5945,p347-p371前几天休刊了，今天回来了==进入第15章第15章规则学习模型15.1基本概念“规则”通常指语义明确，能描述数据...
note-28695196,Solidity文档（中文版）连载五：类型,/p/aa7c5f9c9815,序言本文是Solidity文档（以太坊官方Solidity开发手册）中文版连载的第五部分。这个连载的前四部分是智能合约概述、安装So...
note-28632992,去了一趟阿里云MVP学院，真正的认识了干货,/p/08070ff4a827,近期一则“阿里云MVP学院开课”的消息引发业界广泛热议。阿里云MVP是谁？做什么的？阿里云MVP学院又是教什么的？阿里云MVP是谁？阿里云M...
note-28585899,腾讯视频直播02-推流,/p/914bdd9afdb0,腾讯视频直播01-直播常见协议和集成sdk代码已经上传到github上，喜欢的star下谢谢。什么叫推流？上一篇文章已经说过，它是指将音视...
note-28520278,前后端小白从零搭建-配置-启动服务器,/p/e7313376c3d7,"注明：我的服务器操作系统是centos,下面的某些安装都是基于centos的目标：安装node,npm，nginx,git，pm2配置..."
note-28796658,第1集：5指CMS搭建空间所需的各种环境,/p/54e9d8da8b28,
note-28799594,qkc开发总结,/p/fdfff2de88e9,qkc库是windows下的libc库，兼容posix标准，并实现linux下特有的API接口。它可以被visualstudio直接使用，用来...
note-28798998,在react-native中添加高可维护的iconfont字体,/p/158400c4d37c,字体图标盛行的年代，在项目里使用一套不失真又可以随意改变大小颜色的图标，是多么舒服的一件事。这里要推荐iconfont.cn，超多免费图标，当然...
note-28776704,2018京东前端实习面经,/p/ebbb38a23e40,面的上海，本来打算去的。一面：1：block元素与inline元素不同2：position有哪些，特性3：css选择器哪些4：es5与...
note-28801662,Java实现把图片上传到图片服务器(nginx+vsftp),/p/67fc9148f95a,前言:在我另一篇笔记中已经记载了如何用nginx+vsftp搭建图片服务器(请参考nginx+vsftp搭建图片服务器)，并且用vsf...
note-28777865,Java设计模式(16)——生成器模式,/p/485d23e5f53a,一、生成器模式封装一个复杂对象构造过程，并允许按步骤构造二、示例度假计划生成项目：时间、门票、餐厅、住宿、特殊活动等，一个计划就是一个具体...
note-28776978,5分钟让你了解软件内幕,/p/083fad3ac5ca,大家可能再买手机、买电脑安装各种软件的时候都在担心一个问题，这个手机、电脑软件有没有问题啊？质量好不好啊，别用2月坏了出各种问题。大家大可放心...
note-28297913,HashMap,/p/157bf7dfacff,在学习源码之前我们先来看看下面几个概念1、什么是散列表？散列表（Hashtable，也叫哈希表），是根据关键码值(Keyvalue)而直...
note-28794155,关于IOS高度评估的坑,/p/78279a5088f2,"我们都知道自动iOS8开始,苹果新增Self-Sizing功能，虽然说大家都知道有坑，但是确实很方便。大家使用Masonry对UITableVi..."
note-28504233,比特币挖矿的性质,/p/bc0c14069758,比特币为什么挖矿？对于这个老问题，许多人都给出了他们的答案-就是选择比特币区块链的记账人。而事实上这一答案是很肤浅的，表面化的。...
note-28795513,UUID、UDID、Keychain,/p/68b73c23f654,一、UDID自从iOS5之后，苹果就禁止了通过代码访问UDID，在这之前，可以使用[[UIDevicecuurrent]unique...
note-28798609,8.轮播图组件及vue-awesome-swiper的引入（手把手教你用vue+node+mongodb搭建一个小商城）,/p/4f92c4461e3d,GitHub：https://github.com/Ewall1106/mall一、新建home.vue1、上篇我们为了便于展示，把头部my...
note-28637917,程序员玩连连看的正确姿势,/p/762af22ef0ea,一、绝地反击最近女票迷上了某平台的连连看对战小游戏，于是免不了要找哥哥我PK一翻，虽然是被迫卷入战争，但是以朕惊世骇俗的智商，那当然是胜券...
note-28749978,应用破解的一揽子解决方案,/p/7aa7ddb58622,上个月费了老大劲把抖音IOS平台通信协议中加密参数as/mas给破了，然后老板把今日头条的Android破解任务扔给我，真想一口血喷他脸上有没有...
note-28800071,Python程序设计思维练习---体育竞技分析,/p/e64453e1f826,体育竞技分析：模拟N场比赛计算思维：抽象+自动化模拟：抽象比赛过程，自动模拟N场比赛，当N越大时，比赛结果分析越科学。本次比赛规则：回合制，...
note-28796628,JavaScript语法,/p/ca030bf7f2b3,JavaScript是一个脚本语言。它是一个轻量级，但功能强大的编程语言。JavaScript字面量(值)在编程语言中，一般固定值称为...
note-28427073,编程微刊第五期文章汇总（2018.5）,/p/2d9c4683eeb6,1.推荐阅读前端开发工作中如何快速成长和学习？初中级前端开发工程师如何提升个人能力？程序员如何利用空闲时间挣零花钱来自一位00后程序员...
note-27820739,iOS端一次视频全屏需求的实现,/p/4d707708830b,对于一个带有视频播放功能的app产品来说，视频全屏是一个基本且重要的需求。虽然这个需求看起来很简单，但是在实现上，我们前后迭代了三套技术方案。这...
note-27820798,给前端工程师讲设计终篇,/p/24ba8b560a08,一.工程师对设计偏见的起源迅速想象一副世界地图，它是什么样子的？这样?还是这样？如果仔细观察上面两幅图，可以看出其中的差异：以英文为关...
note-27820860,头条APK瘦身之路,/p/09dc7e734346,随着版本迭代，功能增加安装包体积也会慢慢增大。今日头条576版本APK达到了25M，通过一系列的优化，到目前的607版本为12M。本文主要是介...
note-28693219,JavaScript开发框架横向比对（Vue、React和Angular）,/p/c77baeecabdc,1背景比对MITlicense与BSD-license之间的区别是：MITlicense允许衍生软件加上我们自己的名字做推广，...
note-28795138,JavaScript异步精讲，让你更加明白Js的执行流程！,/p/ab1a02e863be,问题点什么是单线程，和异步有什么关系什么是event-loopjQuery的DeferredPromise的基本使用和原理async/awa...
note-28659786,Spring之IoC（控制反转）和DI（依赖注入）,/p/f03074c17081,1.IoC的概念IoC：通过容器去控制业务对象之间的依赖关系。控制权由应用代码中转到了外部容器，控制权的转移就是反转。控制权转移的意义是降低了...
note-28657819,Gradle系列博客梳理,/p/ea7b365bb28c,这一年来陆陆续续写了6篇Gradle相关的博客，本篇便来做一下汇总梳理，方便查阅，也分享给大伙。系列博客看不懂的build.gra...
note-28592366,读书笔记--AndroidGradle权威指南（下）,/p/238eecc9c08d,前言最近看了一本书《AndroidGradle权威指南》，收获挺多，就想着来记录一些读书笔记，方便后续查阅。本篇内容是基于上一篇：读书笔...
note-28758792,从一个故事开始聊聊编码,/p/dc4073b35d0a,联通不如移动的故事在编码界一直流传着联通不如移动的一个故事。。。请不要误会，联通和移动和本篇文章所说的编码确实没什么关系，但请出联通和移动帮...
note-28780763,SpringBoot入门实例,/p/610e61536ba1,SpringBoot是由pivotal提供的Java开发框架，伴随着spring4.0版本一起发布，旨在简化Spring项目...
